lago,fecha,bloque_fila,bloque_columna,x,y,b03,b04,b05,b08,ndci,ndvi,ndwi,proporcion_agua,proporcion_tierra,proporcion_otro,chl_a_estimada,pixeles_validos,alta_cianobacteria,id_bloque
amatitlan,2026-04-28,1597,768,768500.0,1597500.0,0.15359288,0.1412131,0.17506379,0.29557446,0.16608137,0.42180067,-0.36078835,0.0,0.6933333333333334,0.30666666666666664,8.188222,450,0,amatitlan_1597_768
amatitlan,2026-04-28,1598,754,754500.0,1598500.0,0.15553045,0.16330218,0.17821573,0.23161155,0.0646297,0.19160886,-0.20528543,0.0027272727272727275,0.3509090909090909,0.6463636363636364,5.0657706,1100,0,amatitlan_1598_754
amatitlan,2026-04-28,1598,755,755500.0,1598500.0,0.13640936,0.14102028,0.1635068,0.24043423,0.09313809,0.27719423,-0.2847826,0.0004,0.6224,0.3772,5.598688,2500,0,amatitlan_1598_755
amatitlan,2026-04-28,1598,756,756500.0,1598500.0,0.0934526,0.08754944,0.119194485,0.22724229,0.1730054,0.43541557,-0.40532014,0.0,0.8184,0.1816,9.241424,2500,0,amatitlan_1598_756
amatitlan,2026-04-28,1598,757,757500.0,1598500.0,0.08773804,0.0716926,0.1114006,0.26193565,0.23550098,0.57365257,-0.49753442,0.0,0.9736,0.0264,11.92431,2500,0,amatitlan_1598_757
amatitlan,2026-04-28,1598,758,758500.0,1598500.0,0.09894516,0.09305352,0.12446336,0.23878491,0.16674323,0.43643844,-0.40685678,0.0,0.8356,0.1644,8.722365,2500,0,amatitlan_1598_758
amatitlan,2026-04-28,1598,759,759500.0,1598500.0,0.09130332,0.078330845,0.114578955,0.25322595,0.20094673,0.52319056,-0.4637017,0.0,0.9572,0.0428,9.331005,2500,0,amatitlan_1598_759
amatitlan,2026-04-28,1598,760,760500.0,1598500.0,0.095731765,0.088761,0.119789965,0.2388562,0.1620185,0.44971368,-0.41715044,0.0,0.8404,0.1596,7.579832,2500,0,amatitlan_1598_760
amatitlan,2026-04-28,1598,761,761500.0,1598500.0,0.10829856,0.11475632,0.13003951,0.18036996,0.065606855,0.21547754,-0.24113683,0.0004,0.3824,0.6172,4.9769573,2500,0,amatitlan_1598_761
amatitlan,2026-04-28,1598,762,762500.0,1598500.0,0.115676284,0.1000866,0.11890272,0.17452344,0.08557796,0.19527504,-0.116649084,0.2904,0.518,0.1916,5.5285006,2500,0,amatitlan_1598_762
amatitlan,2026-04-28,1598,763,763500.0,1598500.0,0.116606764,0.07151916,0.075111516,0.0716614,0.01802986,-0.095804125,0.32267877,0.8888,0.1004,0.0108,4.428048,2500,0,amatitlan_1598_763
amatitlan,2026-04-28,1598,764,764500.0,1598500.0,0.11785539,0.08623692,0.10074284,0.14985444,0.06650951,0.12835723,0.025469793,0.5092,0.4664,0.0244,5.0863132,2500,0,amatitlan_1598_764
amatitlan,2026-04-28,1598,765,765500.0,1598500.0,0.112884484,0.07530364,0.0884828,0.13189696,0.069780916,0.1142869,0.07391042,0.628,0.3696,0.0024,5.218226,2500,0,amatitlan_1598_765
amatitlan,2026-04-28,1598,766,766500.0,1598500.0,0.10597328,0.086690724,0.1154914,0.23577924,0.14913952,0.4222812,-0.33235365,0.1428,0.8516,0.0056,6.7819266,2500,0,amatitlan_1598_766
amatitlan,2026-04-28,1598,767,767500.0,1598500.0,0.08705616,0.064118765,0.09687108,0.25366172,0.20211294,0.5729375,-0.46156844,0.0,0.9948,0.0052,8.954153,2500,0,amatitlan_1598_767
amatitlan,2026-04-28,1598,768,768500.0,1598500.0,0.08317578,0.05979778,0.08840445,0.21843645,0.19061463,0.5247423,-0.39550954,0.0,0.9955555555555555,0.0044444444444444444,9.822055,450,0,amatitlan_1598_768
amatitlan,2026-04-28,1599,754,754500.0,1599500.0,0.19171709,0.20726746,0.21659963,0.24849853,0.039343357,0.10628767,-0.1358841,0.00909090909090909,0.19636363636363635,0.7945454545454546,4.5614777,1100,0,amatitlan_1599_754
amatitlan,2026-04-28,1599,755,755500.0,1599500.0,0.123683,0.124894276,0.15006672,0.22358413,0.11079158,0.292988,-0.29080233,0.002,0.6664,0.3316,6.381622,2500,0,amatitlan_1599_755
amatitlan,2026-04-28,1599,756,756500.0,1599500.0,0.116659716,0.121510155,0.14305328,0.21539399,0.103424534,0.28619888,-0.29923683,0.0,0.5372,0.4628,6.710154,2500,0,amatitlan_1599_756
amatitlan,2026-04-28,1599,757,757500.0,1599500.0,0.08160868,0.061313678,0.10440304,0.26780188,0.2740604,0.6244088,-0.5279769,0.0,0.9888,0.0112,15.887592,2500,1,amatitlan_1599_757
amatitlan,2026-04-28,1599,758,758500.0,1599500.0,0.09535392,0.08318692,0.122933805,0.27296424,0.21769726,0.5399783,-0.48393837,0.0,0.9436,0.0564,11.22489,2500,0,amatitlan_1599_758
amatitlan,2026-04-28,1599,759,759500.0,1599500.0,0.09517892,0.08711736,0.122401476,0.25163203,0.17527531,0.47987536,-0.4443793,0.0,0.9924,0.0076,7.587842,2500,0,amatitlan_1599_759
amatitlan,2026-04-28,1599,760,760500.0,1599500.0,0.09975136,0.0973444,0.1252626,0.21732949,0.136837,0.37340525,-0.35965127,0.0,0.7696,0.2304,6.7022686,2500,0,amatitlan_1599_760
amatitlan,2026-04-28,1599,761,761500.0,1599500.0,0.10973377,0.10115156,0.12541303,0.16914204,0.121236145,0.20947395,-0.15479392,0.2428,0.4564,0.3008,5.9581785,2500,0,amatitlan_1599_761
amatitlan,2026-04-28,1599,762,762500.0,1599500.0,0.113763124,0.08996544,0.11665413,0.16403095,0.13911903,0.19500269,-0.06799223,0.454,0.4884,0.0576,6.400787,2500,0,amatitlan_1599_762
amatitlan,2026-04-28,1599,763,763500.0,1599500.0,0.1269764,0.12183724,0.14211121,0.22214524,0.08617558,0.26804128,-0.23838606,0.0796,0.6016,0.3188,5.56432,2500,0,amatitlan_1599_763
amatitlan,2026-04-28,1599,764,764500.0,1599500.0,0.12447288,0.120963596,0.14067668,0.22175609,0.07964275,0.29150882,-0.27635628,0.0,0.7812,0.2188,5.0317707,2500,0,amatitlan_1599_764
amatitlan,2026-04-28,1599,765,765500.0,1599500.0,0.1191868,0.10978387,0.13514616,0.24689454,0.11277025,0.38633963,-0.3466852,0.0,0.9028,0.0972,5.579265,2500,0,amatitlan_1599_765
amatitlan,2026-04-28,1599,766,766500.0,1599500.0,0.113261476,0.10670852,0.13497724,0.24758899,0.12885576,0.40550423,-0.37112233,0.0,0.9984,0.0016,5.8743896,2500,0,amatitlan_1599_766
amatitlan,2026-04-28,1599,767,767500.0,1599500.0,0.094846554,0.07620736,0.10188452,0.2092102,0.15449414,0.46593934,-0.3624846,0.0,0.9532,0.0468,6.7780423,2500,0,amatitlan_1599_767
amatitlan,2026-04-28,1599,768,768500.0,1599500.0,0.2043951,0.19879755,0.22834244,0.33600354,0.12069113,0.33505246,-0.29689544,0.0,0.5822222222222222,0.4177777777777778,7.279625,450,0,amatitlan_1599_768
amatitlan,2026-04-28,1600,754,754500.0,1600500.0,0.17649746,0.19051617,0.19947618,0.22152017,0.03592533,0.08570131,-0.11818769,0.031818181818181815,0.14636363636363636,0.8218181818181818,4.607682,1100,0,amatitlan_1600_754
amatitlan,2026-04-28,1600,755,755500.0,1600500.0,0.16729827,0.17905313,0.19516407,0.24377024,0.07036695,0.18410116,-0.20433946,0.0044,0.3704,0.6252,5.4301577,2500,0,amatitlan_1600_755
amatitlan,2026-04-28,1600,756,756500.0,1600500.0,0.118289635,0.11923336,0.14441441,0.2248389,0.12565844,0.3301882,-0.32121512,0.0004,0.6636,0.336,6.87274,2500,0,amatitlan_1600_756
amatitlan,2026-04-28,1600,757,757500.0,1600500.0,0.08385756,0.0655098,0.10757779,0.25839385,0.2532926,0.5847827,-0.49890062,0.0,0.9876,0.0124,13.8789625,2500,1,amatitlan_1600_757
amatitlan,2026-04-28,1600,758,758500.0,1600500.0,0.11378556,0.1072556,0.1441806,0.26866016,0.18061592,0.4472566,-0.41372597,0.0,0.8708,0.1292,10.3254795,2500,0,amatitlan_1600_758
amatitlan,2026-04-28,1600,759,759500.0,1600500.0,0.10875188,0.106646046,0.14110053,0.25153634,0.15319765,0.40547204,-0.39273983,0.0,0.902,0.098,7.568285,2500,0,amatitlan_1600_759
amatitlan,2026-04-28,1600,760,760500.0,1600500.0,0.107079126,0.079030156,0.12398665,0.14604408,0.2435113,0.25528675,-0.08351297,0.4852,0.4408,0.074,14.700548,2500,1,amatitlan_1600_760
amatitlan,2026-04-28,1600,761,761500.0,1600500.0,0.10854464,0.075793594,0.110048525,0.10327913,0.19666462,0.09331094,0.097627595,0.784,0.1704,0.0456,7.9965634,2500,0,amatitlan_1600_761
amatitlan,2026-04-28,1600,762,762500.0,1600500.0,0.117357604,0.10118304,0.13382983,0.20829299,0.15799446,0.29377687,-0.20603503,0.2588,0.658,0.0832,7.0538898,2500,0,amatitlan_1600_762
amatitlan,2026-04-28,1600,763,763500.0,1600500.0,0.16591817,0.17546928,0.1905492,0.24833916,0.05404768,0.193155,-0.20945135,0.0076,0.4928,0.4996,4.6494603,2500,0,amatitlan_1600_763
amatitlan,2026-04-28,1600,764,764500.0,1600500.0,0.13160604,0.13140592,0.147667,0.219691,0.06270486,0.249076,-0.24649529,0.0,0.5688,0.4312,4.7900467,2500,0,amatitlan_1600_764
amatitlan,2026-04-28,1600,765,765500.0,1600500.0,0.11568189,0.106565036,0.12687324,0.22237332,0.09244934,0.34375766,-0.30237836,0.0004,0.8156,0.184,5.136124,2500,0,amatitlan_1600_765
amatitlan,2026-04-28,1600,766,766500.0,1600500.0,0.11602772,0.09973488,0.13123024,0.26972288,0.15992185,0.4740225,-0.40443808,0.0,0.932,0.068,7.2737546,2500,0,amatitlan_1600_766
amatitlan,2026-04-28,1600,767,767500.0,1600500.0,0.09377008,0.07570772,0.10908544,0.24578159,0.19113767,0.52654487,-0.44267398,0.0,0.9828,0.0172,8.196075,2500,0,amatitlan_1600_767
amatitlan,2026-04-28,1600,768,768500.0,1600500.0,0.089878,0.06836555,0.10538311,0.26325667,0.22095628,0.58489597,-0.4867003,0.0,0.9844444444444445,0.015555555555555555,9.549979,450,0,amatitlan_1600_768
amatitlan,2026-04-28,1601,754,754500.0,1601500.0,0.20768045,0.23165391,0.24016336,0.26601964,0.032226585,0.09057221,-0.14847143,0.09,0.09818181818181818,0.8118181818181818,4.3627696,1100,0,amatitlan_1601_754
amatitlan,2026-04-28,1601,755,755500.0,1601500.0,0.20338565,0.22024487,0.23378137,0.2783251,0.055971086,0.14697467,-0.17940004,0.0336,0.284,0.6824,5.0392118,2500,0,amatitlan_1601_755
amatitlan,2026-04-28,1601,756,756500.0,1601500.0,0.15858555,0.16926254,0.1878585,0.2440221,0.073384374,0.19647487,-0.22090514,0.003601440576230492,0.39135654261704683,0.6050420168067226,5.7853475,2499,0,amatitlan_1601_756
amatitlan,2026-04-28,1601,757,757500.0,1601500.0,0.14663343,0.15094128,0.17508891,0.25290683,0.10273444,0.2719711,-0.27623245,0.0004,0.5576,0.442,6.6552563,2500,0,amatitlan_1601_757
amatitlan,2026-04-28,1601,758,758500.0,1601500.0,0.11143644,0.09246584,0.13165036,0.19721147,0.19942573,0.30842558,-0.20016243,0.3288,0.5824,0.0888,10.157772,2500,0,amatitlan_1601_758
amatitlan,2026-04-28,1601,759,759500.0,1601500.0,0.11332844,0.0959258,0.13451065,0.18376908,0.19633022,0.28912085,-0.17980917,0.278,0.6248,0.0972,11.213791,2500,0,amatitlan_1601_759
amatitlan,2026-04-28,1601,760,760500.0,1601500.0,0.102077805,0.059625316,0.10845504,0.08175276,0.29056346,0.13653366,0.12950198,0.918,0.0788,0.0032,15.733866,2500,1,amatitlan_1601_760
amatitlan,2026-04-28,1601,761,761500.0,1601500.0,0.111214444,0.0843466,0.12185661,0.15116456,0.19834313,0.2134364,-0.059367083,0.5616,0.378,0.0604,8.666185,2500,0,amatitlan_1601_761
amatitlan,2026-04-28,1601,762,762500.0,1601500.0,0.11344548,0.105285965,0.1411278,0.2649114,0.16168007,0.4259734,-0.38630214,0.0336,0.8952,0.0712,7.588236,2500,0,amatitlan_1601_762
amatitlan,2026-04-28,1601,763,763500.0,1601500.0,0.12797557,0.12660204,0.14779536,0.22768052,0.08716394,0.29069442,-0.27951536,0.0012,0.7572,0.2416,5.1760983,2500,0,amatitlan_1601_763
amatitlan,2026-04-28,1601,764,764500.0,1601500.0,0.12036288,0.111434765,0.13014421,0.1979222,0.08652088,0.28529674,-0.23998022,0.0136,0.7276,0.2588,4.989166,2500,0,amatitlan_1601_764
amatitlan,2026-04-28,1601,765,765500.0,1601500.0,0.12742105,0.12797312,0.14558199,0.21620625,0.06883171,0.25594386,-0.25092652,0.0048,0.758,0.2372,4.7857146,2500,0,amatitlan_1601_765
amatitlan,2026-04-28,1601,766,766500.0,1601500.0,0.124906,0.11783948,0.14108968,0.24368377,0.10482612,0.3597139,-0.32527992,0.0048,0.8388,0.1564,5.4143853,2500,0,amatitlan_1601_766
amatitlan,2026-04-28,1601,767,767500.0,1601500.0,0.106642514,0.09499868,0.12275448,0.24058597,0.14750774,0.43838117,-0.38363466,0.0,0.8892,0.1108,6.948202,2500,0,amatitlan_1601_767
amatitlan,2026-04-28,1601,768,768500.0,1601500.0,0.087076224,0.06290066,0.10166845,0.28210887,0.23633279,0.63262296,-0.5256339,0.0,1.0,0.0,9.978162,450,0,amatitlan_1601_768
amatitlan,2026-04-28,1602,754,754500.0,1602500.0,0.14642444,0.155321,0.1782349,0.2581072,0.09435634,0.26720685,-0.28675422,0.0009090909090909091,0.5154545454545455,0.48363636363636364,6.4337277,1100,0,amatitlan_1602_754
amatitlan,2026-04-28,1602,755,755500.0,1602500.0,0.18536961,0.19714825,0.21321797,0.25591078,0.069800936,0.16580802,-0.18464482,0.02,0.3336,0.6464,5.5973883,2500,0,amatitlan_1602_755
amatitlan,2026-04-28,1602,756,756500.0,1602500.0,0.16763544,0.18242311,0.19484897,0.23089787,0.04911044,0.12608215,-0.16356951,0.0028,0.2048,0.7924,4.9102583,2500,0,amatitlan_1602_756
amatitlan,2026-04-28,1602,757,757500.0,1602500.0,0.12923773,0.1182828,0.15361656,0.23319492,0.17317407,0.3367541,-0.26908538,0.066,0.668,0.266,11.218045,2500,0,amatitlan_1602_757
amatitlan,2026-04-28,1602,758,758500.0,1602500.0,0.097425,0.057389002,0.11716392,0.15570335,0.34369376,0.40890738,-0.173119,0.2176,0.7816,0.0008,25.30459,2500,1,amatitlan_1602_758
amatitlan,2026-04-28,1602,759,759500.0,1602500.0,0.09923284,0.066375,0.115865074,0.15159208,0.28150862,0.33278143,-0.13683271,0.4068,0.5744,0.0188,17.046814,2500,1,amatitlan_1602_759
amatitlan,2026-04-28,1602,760,760500.0,1602500.0,0.1010504,0.07287988,0.115956955,0.17295872,0.2434365,0.32380646,-0.1620843,0.424,0.556,0.02,12.513422,2500,1,amatitlan_1602_760
amatitlan,2026-04-28,1602,761,761500.0,1602500.0,0.10799932,0.07977852,0.12100552,0.1669814,0.22131191,0.2801694,-0.11943473,0.4756,0.4752,0.0492,10.713824,2500,0,amatitlan_1602_761
amatitlan,2026-04-28,1602,762,762500.0,1602500.0,0.10331988,0.0922276,0.12461752,0.23853332,0.16532943,0.42785138,-0.37443733,0.0368,0.8492,0.114,8.032941,2500,0,amatitlan_1602_762
amatitlan,2026-04-28,1602,763,763500.0,1602500.0,0.0952,0.084410325,0.11341228,0.20625883,0.16283344,0.42593998,-0.3656781,0.0004,0.9076,0.092,7.3444552,2500,0,amatitlan_1602_763
amatitlan,2026-04-28,1602,764,764500.0,1602500.0,0.10232476,0.09303564,0.1219906,0.21799284,0.15101904,0.40988868,-0.35941255,0.0,0.9208,0.0792,7.165487,2500,0,amatitlan_1602_764
amatitlan,2026-04-28,1602,765,765500.0,1602500.0,0.14358431,0.14632939,0.16333252,0.22699544,0.06937447,0.2261338,-0.22662602,0.0052,0.5016,0.4932,4.8949046,2500,0,amatitlan_1602_765
amatitlan,2026-04-28,1602,766,766500.0,1602500.0,0.10985824,0.101388924,0.12825128,0.22470877,0.13781849,0.384768,-0.34117404,0.0016,0.8016,0.1968,6.9054885,2500,0,amatitlan_1602_766
amatitlan,2026-04-28,1602,767,767500.0,1602500.0,0.10484893,0.09069668,0.12314944,0.24701992,0.17133099,0.4666357,-0.40184283,0.0004,0.9236,0.076,8.164846,2500,0,amatitlan_1602_767
amatitlan,2026-04-28,1602,768,768500.0,1602500.0,0.098984666,0.08229933,0.11610111,0.2578962,0.19225211,0.5169955,-0.44136506,0.0,0.9311111111111111,0.06888888888888889,9.511697,450,0,amatitlan_1602_768
amatitlan,2026-04-28,1603,754,754500.0,1603500.0,0.14785829,0.15477921,0.18073614,0.26411864,0.10842491,0.28605592,-0.29580578,0.0022727272727272726,0.5670454545454545,0.43068181818181817,6.908984,880,0,amatitlan_1603_754
amatitlan,2026-04-28,1603,755,755500.0,1603500.0,0.13337566,0.1328385,0.1605653,0.24179354,0.13820468,0.33208475,-0.31267157,0.004,0.6825,0.3135,7.90616,2000,0,amatitlan_1603_755
amatitlan,2026-04-28,1603,756,756500.0,1603500.0,0.14240414,0.14518915,0.16844134,0.23892294,0.11269614,0.27976537,-0.272366,0.002,0.546,0.452,7.357918,2000,0,amatitlan_1603_756
amatitlan,2026-04-28,1603,757,757500.0,1603500.0,0.0920301,0.06939505,0.112259045,0.20631035,0.25321025,0.44794336,-0.31788465,0.206,0.7675,0.0265,13.830075,2000,1,amatitlan_1603_757
amatitlan,2026-04-28,1603,758,758500.0,1603500.0,0.13965414,0.14222744,0.1691992,0.23032996,0.15087941,0.31685093,-0.28020838,0.069,0.656,0.275,8.293705,2000,0,amatitlan_1603_758
amatitlan,2026-04-28,1603,759,759500.0,1603500.0,0.16275705,0.1766899,0.19384821,0.24135566,0.06546675,0.17476332,-0.20745184,0.001,0.3365,0.6625,5.1605463,2000,0,amatitlan_1603_759
amatitlan,2026-04-28,1603,760,760500.0,1603500.0,0.11767575,0.1067968,0.14628114,0.27098167,0.17563738,0.43307552,-0.38676047,0.002,0.8575,0.1405,8.70427,2000,0,amatitlan_1603_760
amatitlan,2026-04-28,1603,761,761500.0,1603500.0,0.11164315,0.0945547,0.1411931,0.27160832,0.23033336,0.4836371,-0.3967423,0.0645,0.84,0.0955,12.324853,2000,1,amatitlan_1603_761
amatitlan,2026-04-28,1603,762,762500.0,1603500.0,0.1492847,0.16776805,0.18893996,0.2519413,0.087316126,0.23756106,-0.27217337,0.0005,0.497,0.5025,5.6287403,2000,0,amatitlan_1603_762
amatitlan,2026-04-28,1603,763,763500.0,1603500.0,0.1726968,0.1908907,0.20954445,0.27307668,0.07528362,0.2154543,-0.2421064,0.0115,0.4195,0.569,5.6496315,2000,0,amatitlan_1603_763
amatitlan,2026-04-28,1603,764,764500.0,1603500.0,0.12606105,0.1257701,0.15224555,0.23604855,0.12354329,0.3305201,-0.31388855,0.0,0.715,0.285,6.4073434,2000,0,amatitlan_1603_764
amatitlan,2026-04-28,1603,765,765500.0,1603500.0,0.15419826,0.1596949,0.1805383,0.2541526,0.093199186,0.26105955,-0.26143312,0.0,0.517,0.483,5.924819,2000,0,amatitlan_1603_765
amatitlan,2026-04-28,1603,766,766500.0,1603500.0,0.1095686,0.10227145,0.13188235,0.23420104,0.15623328,0.41115206,-0.36905256,0.0015,0.8425,0.156,8.052698,2000,0,amatitlan_1603_766
amatitlan,2026-04-28,1603,767,767500.0,1603500.0,0.095072605,0.080284245,0.112713404,0.2320548,0.18653324,0.48127535,-0.4052608,0.0085,0.9045,0.087,9.474244,2000,0,amatitlan_1603_767
amatitlan,2026-04-28,1603,768,768500.0,1603500.0,0.07898361,0.061249446,0.07662972,0.13426723,0.11445965,0.3548126,-0.22660004,0.06111111111111111,0.8638888888888889,0.075,5.722132,360,0,amatitlan_1603_768
amatitlan,2026-06-19,1594,754,754500.0,1594500.0,0.16520813,0.16985501,0.18312177,0.24815215,0.054445606,0.19617882,-0.20554645,0.0023923444976076554,0.35167464114832536,0.645933014354067,5.347779,418,0,amatitlan_1594_754
amatitlan,2026-06-19,1594,755,755500.0,1594500.0,0.11206547,0.09521621,0.12573768,0.29124454,0.18144353,0.5161868,-0.44394305,0.0,0.8326315789473684,0.16736842105263158,9.601972,950,0,amatitlan_1594_755
amatitlan,2026-06-19,1594,756,756500.0,1594500.0,0.085356735,0.058037896,0.09463379,0.31181473,0.24383114,0.6828226,-0.5665568,0.0,0.9989473684210526,0.0010526315789473684,11.367316,950,0,amatitlan_1594_756
amatitlan,2026-06-19,1594,757,757500.0,1594500.0,0.08457326,0.05657421,0.09739474,0.31263083,0.26802856,0.6883596,-0.56949776,0.0,1.0,0.0,13.708869,950,1,amatitlan_1594_757
amatitlan,2026-06-19,1594,758,758500.0,1594500.0,0.081186846,0.052588105,0.09445389,0.29269496,0.28814566,0.6883916,-0.55946785,0.0,1.0,0.0,17.17458,950,1,amatitlan_1594_758
amatitlan,2026-06-19,1594,759,759500.0,1594500.0,0.07033863,0.045127474,0.06757495,0.19145285,0.17037264,0.42666543,-0.25918436,0.4063157894736842,0.5915789473684211,0.002105263157894737,12.5509815,950,1,amatitlan_1594_759
amatitlan,2026-06-19,1594,760,760500.0,1594500.0,0.07567947,0.048191473,0.09111916,0.27581948,0.3062677,0.66878825,-0.5314284,0.0431578947368421,0.9557894736842105,0.0010526315789473684,22.072218,950,1,amatitlan_1594_760
amatitlan,2026-06-19,1594,761,761500.0,1594500.0,0.07827179,0.05169779,0.09764452,0.323524,0.31872728,0.7149128,-0.6014676,0.0,0.9936842105263158,0.00631578947368421,23.43471,950,1,amatitlan_1594_761
amatitlan,2026-06-19,1594,762,762500.0,1594500.0,0.0775101,0.050657265,0.09311558,0.3218135,0.31118128,0.72459185,-0.60797817,0.0,0.9852631578947368,0.014736842105263158,21.186514,950,1,amatitlan_1594_762
amatitlan,2026-06-19,1594,763,763500.0,1594500.0,0.07436084,0.04425116,0.08975916,0.32929966,0.3404471,0.76073194,-0.62943697,0.0,1.0,0.0,23.65982,950,1,amatitlan_1594_763
amatitlan,2026-06-19,1594,764,764500.0,1594500.0,0.07449432,0.046546422,0.087828316,0.29317537,0.31992632,0.71770316,-0.5858033,0.0,0.9978947368421053,0.002105263157894737,23.003353,950,1,amatitlan_1594_764
amatitlan,2026-06-19,1594,765,765500.0,1594500.0,0.07776874,0.049191575,0.09558916,0.31636623,0.34145054,0.7276959,-0.5994327,0.0,0.9936842105263158,0.00631578947368421,28.08059,950,1,amatitlan_1594_765
amatitlan,2026-06-19,1594,766,766500.0,1594500.0,0.07360947,0.04276537,0.0896721,0.31623632,0.36109033,0.7551205,-0.61593,0.0,0.9989473684210526,0.0010526315789473684,30.668127,950,1,amatitlan_1594_766
amatitlan,2026-06-19,1594,767,767500.0,1594500.0,0.07133147,0.043748207,0.08734274,0.29137474,0.3431522,0.72738516,-0.595631,0.0,1.0,0.0,27.833185,950,1,amatitlan_1594_767
amatitlan,2026-06-19,1594,768,768500.0,1594500.0,0.07084211,0.043228652,0.08663626,0.30487427,0.33530173,0.7483654,-0.61840177,0.0,1.0,0.0,22.820057,171,1,amatitlan_1594_768
amatitlan,2026-06-19,1595,754,754500.0,1595500.0,0.110997275,0.092024095,0.12665172,0.29843172,0.20548208,0.5321234,-0.4529224,0.0,0.8145454545454546,0.18545454545454546,12.450839,1100,1,amatitlan_1595_754
amatitlan,2026-06-19,1595,755,755500.0,1595500.0,0.0942816,0.070673764,0.10701228,0.30403328,0.23211005,0.6210558,-0.52124333,0.0012,0.9412,0.0576,12.593874,2500,1,amatitlan_1595_755
amatitlan,2026-06-19,1595,756,756500.0,1595500.0,0.08095028,0.053070836,0.090873875,0.31554693,0.26771635,0.7075683,-0.5864455,0.0,1.0,0.0,13.913758,2500,1,amatitlan_1595_756
amatitlan,2026-06-19,1595,757,757500.0,1595500.0,0.076510996,0.04727976,0.087799326,0.33829513,0.30282375,0.74997234,-0.62685657,0.0,1.0,0.0,18.344545,2500,1,amatitlan_1595_757
amatitlan,2026-06-19,1595,758,758500.0,1595500.0,0.07854212,0.05162736,0.09141452,0.31217209,0.29484713,0.7124645,-0.59323496,0.0,0.992,0.008,19.564182,2500,1,amatitlan_1595_758
amatitlan,2026-06-19,1595,759,759500.0,1595500.0,0.07597924,0.04912956,0.08806632,0.2886818,0.307468,0.7102163,-0.58099765,0.0,0.9884,0.0116,21.491093,2500,1,amatitlan_1595_759
amatitlan,2026-06-19,1595,760,760500.0,1595500.0,0.07483264,0.04572104,0.09139164,0.32153332,0.3460894,0.7363599,-0.60929817,0.0,0.9996,0.0004,28.54309,2500,1,amatitlan_1595_760
amatitlan,2026-06-19,1595,761,761500.0,1595500.0,0.075831845,0.04995212,0.09443496,0.3151722,0.3169447,0.7160525,-0.6030869,0.0,0.9996,0.0004,22.049667,2500,1,amatitlan_1595_761
amatitlan,2026-06-19,1595,762,762500.0,1595500.0,0.07936544,0.054978162,0.09727364,0.3028008,0.29392353,0.67723066,-0.5708381,0.0,0.996,0.004,19.601185,2500,1,amatitlan_1595_762
amatitlan,2026-06-19,1595,763,763500.0,1595500.0,0.08148016,0.05809044,0.09883188,0.29252592,0.27443135,0.6573677,-0.5542079,0.0,0.9924,0.0076,17.567478,2500,1,amatitlan_1595_763
amatitlan,2026-06-19,1595,764,764500.0,1595500.0,0.0876132,0.06175424,0.10342352,0.28287932,0.27464584,0.59792536,-0.47872138,0.054,0.9292,0.0168,19.91303,2500,1,amatitlan_1595_764
amatitlan,2026-06-19,1595,765,765500.0,1595500.0,0.07782572,0.044712838,0.08483484,0.26389396,0.3131955,0.58955467,-0.41512066,0.1824,0.812,0.0056,24.760323,2500,1,amatitlan_1595_765
amatitlan,2026-06-19,1595,766,766500.0,1595500.0,0.07059492,0.046529002,0.0870108,0.3055993,0.3148386,0.7321434,-0.6189375,0.0,0.9984,0.0016,21.040249,2500,1,amatitlan_1595_766
amatitlan,2026-06-19,1595,767,767500.0,1595500.0,0.07014744,0.048239842,0.08748848,0.2815315,0.2976099,0.70658714,-0.5965336,0.0,1.0,0.0,18.12419,2500,1,amatitlan_1595_767
amatitlan,2026-06-19,1595,768,768500.0,1595500.0,0.07193044,0.04104311,0.088564,0.31435978,0.36559156,0.76655686,-0.62491107,0.0,1.0,0.0,28.777754,450,1,amatitlan_1595_768
amatitlan,2026-06-19,1596,754,754500.0,1596500.0,0.09413509,0.06945245,0.110649906,0.31901893,0.25767857,0.64327425,-0.5417652,0.0,0.9727272727272728,0.02727272727272727,15.174531,1100,1,amatitlan_1596_754
amatitlan,2026-06-19,1596,755,755500.0,1596500.0,0.087476596,0.059656598,0.10018512,0.3125237,0.2682603,0.6729136,-0.5560781,0.0,0.9924,0.0076,15.437447,2500,1,amatitlan_1596_755
amatitlan,2026-06-19,1596,756,756500.0,1596500.0,0.0828986,0.054167964,0.09438756,0.31542864,0.27832517,0.7006132,-0.577875,0.0,0.9992,0.0008,15.718272,2500,1,amatitlan_1596_756
amatitlan,2026-06-19,1596,757,757500.0,1596500.0,0.08600428,0.0601706,0.09804704,0.32195923,0.27301976,0.6885198,-0.5779665,0.0,0.9736,0.0264,17.438429,2500,1,amatitlan_1596_757
amatitlan,2026-06-19,1596,758,758500.0,1596500.0,0.07406584,0.04593836,0.08489992,0.32368892,0.30394703,0.74702454,-0.62341374,0.0,0.9988,0.0012,19.068054,2500,1,amatitlan_1596_758
amatitlan,2026-06-19,1596,759,759500.0,1596500.0,0.07334564,0.04499868,0.086003445,0.32645914,0.3248739,0.75638926,-0.63065594,0.0004,0.994,0.0056,22.807497,2500,1,amatitlan_1596_759
