lago,fecha,x,y,ndci,chl_a_estimada,pixeles_validos,alta_cianobacteria
amatitlan,2026-01-08,754650.0,1594650.0,0.06035351,5.2079167,108,0
amatitlan,2026-01-08,754950.0,1594650.0,0.039976977,4.5795336,135,0
amatitlan,2026-01-08,755250.0,1594650.0,0.096512586,6.6296854,135,0
amatitlan,2026-01-08,755550.0,1594650.0,0.2494892,15.116974,135,1
amatitlan,2026-01-08,755850.0,1594650.0,0.26021704,15.793229,135,1
amatitlan,2026-01-08,756150.0,1594650.0,0.24268521,13.779796,135,1
amatitlan,2026-01-08,756450.0,1594650.0,0.3042487,18.29491,135,1
amatitlan,2026-01-08,756750.0,1594650.0,0.30997914,18.961884,135,1
amatitlan,2026-01-08,757050.0,1594650.0,0.30695868,19.918806,135,1
amatitlan,2026-01-08,757350.0,1594650.0,0.2853456,17.77581,135,1
amatitlan,2026-01-08,757650.0,1594650.0,0.26954755,15.234946,135,1
amatitlan,2026-01-08,757950.0,1594650.0,0.24336256,11.850515,135,0
amatitlan,2026-01-08,758250.0,1594650.0,0.14772715,8.421617,135,0
amatitlan,2026-01-08,758550.0,1594650.0,0.25492683,15.705818,135,1
amatitlan,2026-01-08,758850.0,1594650.0,0.25694984,16.691435,135,1
amatitlan,2026-01-08,759150.0,1594650.0,0.30557194,20.303885,135,1
amatitlan,2026-01-08,759450.0,1594650.0,0.15837106,13.181152,135,1
amatitlan,2026-01-08,759750.0,1594650.0,-0.038957972,2.9767387,135,0
amatitlan,2026-01-08,760050.0,1594650.0,0.11429585,11.634734,135,0
amatitlan,2026-01-08,760350.0,1594650.0,0.33535683,27.170462,135,1
amatitlan,2026-01-08,760650.0,1594650.0,0.38434136,35.653282,135,1
amatitlan,2026-01-08,760950.0,1594650.0,0.40251115,38.525665,135,1
amatitlan,2026-01-08,761250.0,1594650.0,0.29723534,22.02592,135,1
amatitlan,2026-01-08,761550.0,1594650.0,0.33645758,26.37288,135,1
amatitlan,2026-01-08,761850.0,1594650.0,0.29583496,19.687397,135,1
amatitlan,2026-01-08,762150.0,1594650.0,0.2638121,15.1805105,135,1
amatitlan,2026-01-08,762450.0,1594650.0,0.33798882,24.948008,135,1
amatitlan,2026-01-08,762750.0,1594650.0,0.3309239,23.922224,135,1
amatitlan,2026-01-08,763050.0,1594650.0,0.3372094,23.034246,135,1
amatitlan,2026-01-08,763350.0,1594650.0,0.3323132,22.075994,135,1
amatitlan,2026-01-08,763650.0,1594650.0,0.33558044,22.875881,135,1
amatitlan,2026-01-08,763950.0,1594650.0,0.26915362,14.854766,135,1
amatitlan,2026-01-08,764250.0,1594650.0,0.2412145,11.897917,135,0
amatitlan,2026-01-08,764550.0,1594650.0,0.29706976,22.001774,135,1
amatitlan,2026-01-08,764850.0,1594650.0,0.30795783,23.552217,135,1
amatitlan,2026-01-08,765150.0,1594650.0,0.33749422,24.683699,135,1
amatitlan,2026-01-08,765450.0,1594650.0,0.31552288,23.26276,135,1
amatitlan,2026-01-08,765750.0,1594650.0,0.3343492,29.00177,135,1
amatitlan,2026-01-08,766050.0,1594650.0,0.28820047,21.246023,135,1
amatitlan,2026-01-08,766350.0,1594650.0,0.35419625,27.7914,135,1
amatitlan,2026-01-08,766650.0,1594650.0,0.36887893,30.93971,135,1
amatitlan,2026-01-08,766950.0,1594650.0,0.31704953,22.245445,135,1
amatitlan,2026-01-08,767250.0,1594650.0,0.39315113,37.94414,135,1
amatitlan,2026-01-08,767550.0,1594650.0,0.37277845,34.1097,135,1
amatitlan,2026-01-08,767850.0,1594650.0,0.39506927,36.220806,135,1
amatitlan,2026-01-08,768150.0,1594650.0,0.3221784,21.980766,81,1
amatitlan,2026-01-08,754650.0,1594950.0,0.10989298,8.760176,180,0
amatitlan,2026-01-08,754950.0,1594950.0,0.0461729,5.3117456,225,0
amatitlan,2026-01-08,755250.0,1594950.0,0.2188833,15.273813,225,1
amatitlan,2026-01-08,755550.0,1594950.0,0.2588607,16.6373,225,1
amatitlan,2026-01-08,755850.0,1594950.0,0.2817598,17.507412,225,1
amatitlan,2026-01-08,756150.0,1594950.0,0.28384563,16.86667,225,1
amatitlan,2026-01-08,756450.0,1594950.0,0.2838472,16.462967,225,1
amatitlan,2026-01-08,756750.0,1594950.0,0.268512,14.956857,225,1
amatitlan,2026-01-08,757050.0,1594950.0,0.293557,17.681484,225,1
amatitlan,2026-01-08,757350.0,1594950.0,0.27599472,16.46801,225,1
amatitlan,2026-01-08,757650.0,1594950.0,0.28288132,17.02763,225,1
