lago,fecha,x,y,ndci,chl_a_estimada,pixeles_validos,alta_cianobacteria
atitlan,2025-04-13,680250.0,1614150.0,0.3643917,28.716154,84,1
atitlan,2025-04-13,680550.0,1614150.0,0.33652943,25.094969,105,1
atitlan,2025-04-13,680850.0,1614150.0,0.4254098,44.681408,105,1
atitlan,2025-04-13,681150.0,1614150.0,0.41627052,41.8878,105,1
atitlan,2025-04-13,681450.0,1614150.0,0.4014186,37.460827,105,1
atitlan,2025-04-13,681750.0,1614150.0,0.36028725,27.057148,105,1
atitlan,2025-04-13,682050.0,1614150.0,0.3608156,27.490807,105,1
atitlan,2025-04-13,682350.0,1614150.0,0.36468065,28.172476,105,1
atitlan,2025-04-13,682650.0,1614150.0,0.3710004,29.373146,105,1
atitlan,2025-04-13,682950.0,1614150.0,0.33975965,23.383354,105,1
atitlan,2025-04-13,683250.0,1614150.0,0.35982978,26.93534,105,1
atitlan,2025-04-13,683550.0,1614150.0,0.35498083,27.681692,105,1
atitlan,2025-04-13,683850.0,1614150.0,0.37367332,30.172695,105,1
atitlan,2025-04-13,684150.0,1614150.0,0.34912038,24.78459,105,1
atitlan,2025-04-13,684450.0,1614150.0,0.3478095,24.49554,105,1
atitlan,2025-04-13,684750.0,1614150.0,0.35024467,25.038733,105,1
atitlan,2025-04-13,685050.0,1614150.0,0.35800782,26.674837,105,1
atitlan,2025-04-13,685350.0,1614150.0,0.38115105,31.91027,105,1
atitlan,2025-04-13,685650.0,1614150.0,0.38844693,33.769623,105,1
atitlan,2025-04-13,685950.0,1614150.0,0.39712793,36.098938,105,1
atitlan,2025-04-13,686250.0,1614150.0,0.40304533,37.583405,105,1
atitlan,2025-04-13,686550.0,1614150.0,0.40349108,37.64757,105,1
atitlan,2025-04-13,686850.0,1614150.0,0.3876242,33.55255,105,1
atitlan,2025-04-13,687150.0,1614150.0,0.39140832,34.472256,105,1
atitlan,2025-04-13,687450.0,1614150.0,0.38007718,31.762768,105,1
atitlan,2025-04-13,687750.0,1614150.0,0.38724446,33.383186,105,1
atitlan,2025-04-13,688050.0,1614150.0,0.38326132,32.605503,105,1
atitlan,2025-04-13,688350.0,1614150.0,0.34809405,25.790726,105,1
atitlan,2025-04-13,688650.0,1614150.0,0.35614398,27.573463,105,1
atitlan,2025-04-13,688950.0,1614150.0,0.37014887,31.248714,105,1
atitlan,2025-04-13,689250.0,1614150.0,0.3535228,28.561682,105,1
atitlan,2025-04-13,689550.0,1614150.0,0.37228897,30.435549,105,1
atitlan,2025-04-13,689850.0,1614150.0,0.3863935,34.083916,105,1
atitlan,2025-04-13,690150.0,1614150.0,0.37813383,31.813494,105,1
atitlan,2025-04-13,690450.0,1614150.0,0.39776826,36.351856,105,1
atitlan,2025-04-13,690750.0,1614150.0,0.3868026,34.24768,105,1
atitlan,2025-04-13,691050.0,1614150.0,0.40285423,38.3953,105,1
atitlan,2025-04-13,691350.0,1614150.0,0.39915532,36.70954,105,1
atitlan,2025-04-13,691650.0,1614150.0,0.39499497,35.38888,105,1
atitlan,2025-04-13,691950.0,1614150.0,0.38973877,34.0087,105,1
atitlan,2025-04-13,692250.0,1614150.0,0.4011571,37.358112,105,1
atitlan,2025-04-13,692550.0,1614150.0,0.4005837,36.933495,105,1
atitlan,2025-04-13,692850.0,1614150.0,0.40954554,39.555416,105,1
atitlan,2025-04-13,693150.0,1614150.0,0.38610122,33.26524,105,1
atitlan,2025-04-13,693450.0,1614150.0,0.40013605,37.39908,105,1
atitlan,2025-04-13,693750.0,1614150.0,0.3930293,35.99708,105,1
atitlan,2025-04-13,694050.0,1614150.0,0.40337706,38.028477,105,1
atitlan,2025-04-13,694350.0,1614150.0,0.41617614,41.855095,105,1
atitlan,2025-04-13,694650.0,1614150.0,0.4162725,41.92527,105,1
atitlan,2025-04-13,694950.0,1614150.0,0.42805183,45.15302,105,1
atitlan,2025-04-13,695250.0,1614150.0,0.4205259,42.760437,105,1
atitlan,2025-04-13,695550.0,1614150.0,0.4285892,45.388855,105,1
atitlan,2025-04-13,695850.0,1614150.0,0.41886076,42.33401,105,1
atitlan,2025-04-13,696150.0,1614150.0,0.40218967,37.67267,105,1
atitlan,2025-04-13,696450.0,1614150.0,0.39395767,35.927727,105,1
atitlan,2025-04-13,696750.0,1614150.0,0.384027,34.122593,105,1
atitlan,2025-04-13,697050.0,1614150.0,0.3035875,19.091583,105,1
atitlan,2025-04-13,697350.0,1614150.0,0.22821195,11.757852,105,0
atitlan,2025-04-13,697650.0,1614150.0,0.32301188,21.875753,105,1
atitlan,2025-04-13,697950.0,1614150.0,0.32331836,21.91196,105,1
atitlan,2025-04-13,698250.0,1614150.0,0.31203178,20.28121,105,1
atitlan,2025-04-13,698550.0,1614150.0,0.3225381,23.033854,105,1
atitlan,2025-04-13,698850.0,1614150.0,0.33433867,24.654762,105,1
atitlan,2025-04-13,699150.0,1614150.0,0.33310205,24.20032,105,1
atitlan,2025-04-13,699450.0,1614150.0,0.32102084,21.778652,105,1
atitlan,2025-04-13,699750.0,1614150.0,0.2906438,17.42704,105,1
atitlan,2025-04-13,700050.0,1614150.0,0.27944443,19.987375,105,1
atitlan,2025-04-13,700350.0,1614150.0,0.16094956,8.145032,105,0
atitlan,2025-04-13,700650.0,1614150.0,0.0858869,4.973454,105,0
atitlan,2025-04-13,700950.0,1614150.0,0.071620405,4.874847,105,0
atitlan,2025-04-13,701250.0,1614150.0,0.16757068,8.361224,105,0
atitlan,2025-04-13,701550.0,1614150.0,0.2522187,12.473519,105,1
atitlan,2025-04-13,701850.0,1614150.0,0.24261795,11.875302,105,0
atitlan,2025-04-13,702150.0,1614150.0,0.32486323,23.914865,105,1
atitlan,2025-04-13,702450.0,1614150.0,0.3654531,28.496346,105,1
atitlan,2025-04-13,702750.0,1614150.0,0.326184,21.990204,105,1
atitlan,2025-04-13,703050.0,1614150.0,0.34370986,25.402851,105,1
atitlan,2025-04-13,703350.0,1614150.0,0.37282234,30.065145,105,1
atitlan,2025-04-13,703650.0,1614150.0,0.32811922,23.55323,105,1
atitlan,2025-04-13,703950.0,1614150.0,0.37944114,31.70238,105,1
atitlan,2025-04-13,704250.0,1614150.0,0.3492462,27.80382,105,1
atitlan,2025-04-13,704550.0,1614150.0,0.37077358,31.089518,105,1
atitlan,2025-04-13,704850.0,1614150.0,0.3641138,28.182985,105,1
atitlan,2025-04-13,705150.0,1614150.0,0.37429318,31.05784,105,1
atitlan,2025-04-13,705450.0,1614150.0,0.36136508,30.675676,105,1
atitlan,2025-04-13,705750.0,1614150.0,0.37030235,30.97941,105,1
atitlan,2025-04-13,706050.0,1614150.0,0.37721023,31.463558,105,1
atitlan,2025-04-13,706350.0,1614150.0,0.36290076,30.422047,105,1
atitlan,2025-04-13,706650.0,1614150.0,0.37846568,31.508131,105,1
atitlan,2025-04-13,706950.0,1614150.0,0.402044,38.959473,105,1
atitlan,2025-04-13,707250.0,1614150.0,0.4112776,39.941902,105,1
atitlan,2025-04-13,707550.0,1614150.0,0.40865794,39.032436,105,1
atitlan,2025-04-13,707850.0,1614150.0,0.40340587,37.864086,21,1
atitlan,2025-04-13,680250.0,1614450.0,0.37446806,30.655165,180,1
atitlan,2025-04-13,680550.0,1614450.0,0.3861661,33.890144,225,1
atitlan,2025-04-13,680850.0,1614450.0,0.39583087,36.952065,225,1
atitlan,2025-04-13,681150.0,1614450.0,0.42314774,43.797096,225,1
atitlan,2025-04-13,681450.0,1614450.0,0.4084467,39.826847,225,1
atitlan,2025-04-13,681750.0,1614450.0,0.36519447,28.25471,225,1
atitlan,2025-04-13,682050.0,1614450.0,0.3771082,31.102243,225,1
atitlan,2025-04-13,682350.0,1614450.0,0.3516538,25.640991,225,1
atitlan,2025-04-13,682650.0,1614450.0,0.37328017,30.017513,225,1
atitlan,2025-04-13,682950.0,1614450.0,0.340038,23.68309,225,1
atitlan,2025-04-13,683250.0,1614450.0,0.37340495,30.077522,225,1
atitlan,2025-04-13,683550.0,1614450.0,0.35422102,26.735283,225,1
atitlan,2025-04-13,683850.0,1614450.0,0.38315678,32.81363,225,1
atitlan,2025-04-13,684150.0,1614450.0,0.35827512,26.72248,225,1
atitlan,2025-04-13,684450.0,1614450.0,0.35080862,25.079536,225,1
atitlan,2025-04-13,684750.0,1614450.0,0.36432153,28.295477,225,1
atitlan,2025-04-13,685050.0,1614450.0,0.3668431,28.99443,225,1
atitlan,2025-04-13,685350.0,1614450.0,0.3939882,35.242054,225,1
atitlan,2025-04-13,685650.0,1614450.0,0.39134842,34.453358,225,1
atitlan,2025-04-13,685950.0,1614450.0,0.41028357,39.72047,225,1
atitlan,2025-04-13,686250.0,1614450.0,0.40807924,38.99596,225,1
atitlan,2025-04-13,686550.0,1614450.0,0.39079213,34.35181,225,1
atitlan,2025-04-13,686850.0,1614450.0,0.38540977,32.93235,225,1
atitlan,2025-04-13,687150.0,1614450.0,0.39772213,36.062866,225,1
atitlan,2025-04-13,687450.0,1614450.0,0.38406378,32.727215,225,1
atitlan,2025-04-13,687750.0,1614450.0,0.38430908,33.028454,225,1
atitlan,2025-04-13,688050.0,1614450.0,0.36903915,29.162203,225,1
atitlan,2025-04-13,688350.0,1614450.0,0.37493727,30.515007,225,1
atitlan,2025-04-13,688650.0,1614450.0,0.35442278,26.099611,225,1
atitlan,2025-04-13,688950.0,1614450.0,0.3733088,30.247486,225,1
atitlan,2025-04-13,689250.0,1614450.0,0.36715585,30.930962,225,1
atitlan,2025-04-13,689550.0,1614450.0,0.36849612,31.749939,225,1
atitlan,2025-04-13,689850.0,1614450.0,0.3304947,27.499466,225,1
atitlan,2025-04-13,690150.0,1614450.0,0.38218525,33.56547,225,1
atitlan,2025-04-13,690450.0,1614450.0,0.39496285,36.46248,225,1
atitlan,2025-04-13,690750.0,1614450.0,0.37910643,34.282864,225,1
atitlan,2025-04-13,691050.0,1614450.0,0.3947488,36.579792,225,1
atitlan,2025-04-13,691350.0,1614450.0,0.40726712,39.328793,225,1
atitlan,2025-04-13,691650.0,1614450.0,0.38997248,34.67005,225,1
atitlan,2025-04-13,691950.0,1614450.0,0.37607172,32.944073,225,1
atitlan,2025-04-13,692250.0,1614450.0,0.39362714,36.425842,225,1
atitlan,2025-04-13,692550.0,1614450.0,0.38032216,32.586536,225,1
atitlan,2025-04-13,692850.0,1614450.0,0.3887757,33.958096,225,1
atitlan,2025-04-13,693150.0,1614450.0,0.39246154,35.025528,225,1
atitlan,2025-04-13,693450.0,1614450.0,0.40973583,39.980145,225,1
atitlan,2025-04-13,693750.0,1614450.0,0.3985905,36.784256,225,1
atitlan,2025-04-13,694050.0,1614450.0,0.38800684,34.23265,225,1
atitlan,2025-04-13,694350.0,1614450.0,0.41724706,41.874516,225,1
atitlan,2025-04-13,694650.0,1614450.0,0.43403837,47.12605,225,1
atitlan,2025-04-13,694950.0,1614450.0,0.43493924,47.40212,225,1
atitlan,2025-04-13,695250.0,1614450.0,0.4357084,47.674107,225,1
atitlan,2025-04-13,695550.0,1614450.0,0.428381,45.44025,225,1
atitlan,2025-04-13,695850.0,1614450.0,0.40120435,37.65627,225,1
atitlan,2025-04-13,696150.0,1614450.0,0.42164508,43.699093,225,1
atitlan,2025-04-13,696450.0,1614450.0,0.39600205,36.167095,225,1
atitlan,2025-04-13,696750.0,1614450.0,0.40113792,38.29757,225,1
atitlan,2025-04-13,697050.0,1614450.0,0.33549926,24.392101,225,1
atitlan,2025-04-13,697350.0,1614450.0,0.2862748,18.25994,225,1
atitlan,2025-04-13,697650.0,1614450.0,0.27186516,16.412302,225,1
atitlan,2025-04-13,697950.0,1614450.0,0.32011718,21.483171,225,1
atitlan,2025-04-13,698250.0,1614450.0,0.3016885,18.632515,225,1
atitlan,2025-04-13,698550.0,1614450.0,0.30271313,18.495085,225,1
atitlan,2025-04-13,698850.0,1614450.0,0.28449786,16.44371,225,1
